Ti,V,Nb,Mo,Hf,Ta,W,System Type,System Size,PROP ST (K),PROP LT (K),PROP RT Density (g/cm3),PROP RT Elec Resi (ohm m),PROP RT Heat Cap (J/(mol K)),PROP RT Therm Cond (W/(mK)),PROP RT Therm Diff (m2/s),EQ 25C MAX BCC,EQ 25C MAX any,EQ 700C MAX BCC,EQ 800C MAX BCC,EQ 900C MAX BCC,EQ 1000C MAX BCC,EQ 1000C THCD (W/mK),Melting Point (°C)_Avg,Melting Point (°C)_Var,Sconf,Solidification Range (K),EQ 25C MAX NON-BCC,VASP-PAW-GGA LSE_Avg,VASP-PAW-GGA LSE_Var,SGTE LSE_Avg,SGTE LSE_Var,Allen EN_Avg,Allen EN_Var,Pauling EN_Avg,Pauling EN_Var,Density_Avg,Density_Var,Atomic Weight_Avg,Atomic Weight_Var,Valence e_Avg,Valence e_Var,IE_Avg,IE_Var,Specific Heat_Avg,Specific Heat_Var,Metallic Radius_Avg,Metallic Radius_Var,Shear Modulus_Avg,Shear Modulus_Var,Total Electrons_Avg,Total Electrons_Var,Atomic Planar Density_Avg,Atomic Planar Density_Var,C_11_Avg,C_11_Var,C_12_Avg,C_12_Var,C'_Avg,C'_Var,Bulk Modulus (GPa)_Avg,Bulk Modulus (GPa)_Var,Pugh Ratio
0.05,0.075,0.5,0.125,0.025,0.225,0.0,2,6,2653.848759,2783.805804,10.79759367,9.08e-09,24.61715669,10.39325346,4.29e-06,0.84212302,0.84212302,1,1,1,1,17.02570195,2527.675,352.1798821,1.378404768,129.9570450000001,0.0,-0.09325,1.301086829,-1.01875,1.829265136,0.3675,0.637058671,1.63925,0.205929448,10.32225,3.714159048,109.83675,43.30433214,8.55,5.991452245,681.0325,44.31945615,6.185,10.71952774,34.775,60.27416009,56.0,27.24334781,46.8,16.2252889,3.758507865,6.527091436,20.775,41.62900882,63.375,116.9304681,-21.3,44.3120751,179.0,29.13760457,3.196428571
0.05,0.1,0.525,0.025,0.0,0.275,0.025,5,6,2651.284747,2804.58861,11.0423856,9.46e-09,24.68036689,9.363424801,3.88e-06,0.833122513,0.833122513,1,1,1,1,15.28792512,2555.625,402.1686019,1.257797179,153.3038629999996,0.0,-0.194,1.241349669,-0.74125,1.675891088,0.25875,0.5624775,1.6055,0.158964619,10.65025,4.240012669,113.0192,47.02838591,9.2,6.477653896,686.015,49.86858004,4.3975,9.552159115,24.225,52.65191711,52.85,24.49443814,47.9,17.6547444,2.661315116,5.799914711,10.775,30.91883528,38.65,90.21046225,-13.9375,38.8429832,179.25,30.5276514,3.391674551
0.125,0.05,0.475,0.025,0.0,0.3,0.025,5,6,2651.029221,2800.197882,10.80187345,1.01e-08,24.7600515,10.11745743,4.31e-06,0.845422789,0.845422789,1,1,1,1,15.49284995,2536.8,452.379332,1.308961846,149.1686610000002,0.0,-0.63375,1.854699015,-1.01625,2.100666189,0.28575,0.572245085,1.597,0.160517912,10.67,4.52405736,113.940575,49.31165884,9.475,6.674531819,689.3,50.52759147,5.11,10.22545354,28.55,57.15634261,53.625,24.47517875,48.175,18.55517111,2.860310658,5.745089723,19.0,42.72879591,33.125,76.91234865,-7.0625,30.82109414,176.0,35.62302626,3.282051282
0.15,0.0,0.525,0.0,0.0,0.25,0.075,33,4,2650.38836,2811.131216,10.79502884,2.21e-07,24.73810091,11.08039775,4.77e-06,0.850243498,0.850243498,1,1,1,1,16.89728641,2561.525,480.5252848,1.163699059,160.7428560000003,0.0,-0.8265,1.967463532,-0.9,2.142428529,0.207,0.492758562,1.623,0.21408176,10.7805,4.740749387,114.9812,48.73472257,9.475,6.782283907,689.1725,51.37797674,3.915,9.319564099,22.05,52.48949895,55.875,32.5700687,48.625,18.26702973,2.013050118,4.79201778,18.45,43.91978484,14.85,35.35007072,1.8,4.284857057,179.0,46.41120554,3.203579418
0.05,0.05,0.5,0.1,0.05,0.25,0.0,2,6,2648.557101,2790.276816,11.04656264,9.61e-09,24.68634301,10.23077247,4.32e-06,0.852140483,0.852140483,1,1,1,1,16.23641021,2545.6,349.4294492,1.372765531,141.7197150000002,0.0,-0.135,1.28210179,-0.84,1.743315806,0.2925,0.585490179,1.6145,0.195894742,10.6635,3.802466667,115.15045,44.71859809,9.2,6.321392252,683.14,45.92787171,4.96,9.926751735,27.95,55.9387835,54.3,25.61269217,48.8,16.66013205,2.97950373,5.974833781,17.65,39.59075018,49.1,105.6772918,-15.725,39.3085471,177.0,30.01666204,3.259668508
0.125,0.0,0.475,0.025,0.05,0.325,0.0,25,5,2647.874042,2800.249487,11.03721702,2.24e-07,24.85583036,10.25731979,4.5e-06,0.826185647,0.826185647,1,1,1,1,14.66025523,2542.825,419.233699,1.2208253,152.3754450000001,0.0,-0.66025,1.84162223,-0.84125,2.031098456,0.20925,0.498283993,1.559,0.119829045,10.965,4.329257442,120.245725,48.90688609,10.1,6.803675477,689.455,49.92421732,3.865,9.205067898,21.85,52.02621935,50.475,18.23456539,50.6,18.27128895,2.052781142,4.891977531,18.0,42.92726406,20.175,57.02362997,-1.0875,16.87079114,170.75,31.81096509,3.382862803
0.125,0.0,0.525,0.05,0.05,0.25,0.0,25,5,2646.150455,2773.930377,10.48328368,2.3e-07,24.77654734,11.11426744,4.87e-06,0.826408784,0.826408784,1,1,1,1,16.04797322,2505.975,397.3829065,1.244364444,127.7799220000002,0.0,-0.63175,1.860345247,-0.9325,2.072816622,0.246,0.534395921,1.5805,0.150830203,10.39975,4.037381879,113.718525,46.09808648,9.075,6.404636992,682.0925,46.09505064,4.4675,9.707378315,25.325,55.00744836,50.2,20.86408397,48.225,17.23439512,2.428020519,5.280365001,20.625,44.91084919,27.975,72.86785557,-3.675,23.24019955,170.0,32.17141588,3.386454183
0.075,0.1,0.475,0.075,0.0,0.25,0.025,5,6,2645.965301,2790.458166,10.90439832,1.22e-08,24.64890644,10.15807069,4.15e-06,0.783739984,0.783739984,1,1,1,1,16.64170586,2529.2,418.7295786,1.411203386,144.4928649999997,0.0,-0.27475,1.525476954,-1.07375,1.941970246,0.36675,0.635988944,1.6345,0.199072223,10.428,4.215185761,109.844325,46.76200892,8.875,6.305503548,685.07,48.02671756,6.255,10.84100895,34.85,60.42207792,56.325,28.24481147,46.675,17.62297861,3.747302223,6.515085283,19.1,40.45664346,56.725,107.3603715,-18.8125,43.45496052,180.0,34.13209633,3.195739015
0.175,0.05,0.475,0.1,0.0,0.2,0.0,28,5,2644.899093,2759.528056,9.756909073,1.47e-08,24.6744779,11.79031487,4.94e-06,0.754694171,0.754694171,1,1,1,1,18.31256218,2429.675,434.5348886,1.360561559,114.6289630000001,0.0,-0.82375,2.185968535,-1.59,2.390951693,0.465,0.670954544,1.627,0.182499315,9.51375,3.953952888,100.839175,43.94745608,7.725,5.661216742,678.2125,42.44515395,8.2225,11.86101782,46.325,66.8241676,53.9,24.94273441,43.275,16.70626754,4.657045495,6.738039732,33.025,51.76315654,61.475,104.9973779,-14.225,40.10095853,171.0,34.2636834,3.172541744
0.15,0.05,0.4,0.025,0.0,0.35,0.025,5,6,2644.670969,2809.044878,11.05839203,1.31e-08,24.8217014,10.30255217,4.4e-06,0.803107416,0.803107416,1,1,1,1,15.54106135,2543.575,484.492409,1.35275262,164.3739090000004,0.0,-0.7715,2.001333993,-1.16625,2.23280618,0.32025,0.595119683,1.5905,0.16209488,10.97225,4.773335567,117.2168,52.1668298,10.15,6.919356907,694.9125,51.94275786,5.7625,10.70027307,32.225,59.86421615,55.325,24.33042077,49.3,19.67511118,3.195819011,5.956241099,22.075,45.58145868,35.6,77.39793279,-6.7625,30.94652394,176.0,37.46998799,3.181201988
0.175,0.0,0.475,0.05,0.025,0.25,0.025,8,6,2644.62803,2776.863605,10.40699366,3.25e-07,24.77374832,11.39182504,4.93e-06,0.800995031,0.800995031,1,1,1,1,16.92592942,2495.25,460.4138763,1.339433031,132.2355750000002,0.0,-0.90725,2.134219983,-1.2325,2.333895617,0.315,0.584884604,1.604,0.188371972,10.34475,4.429087371,111.600325,48.30892097,9.075,6.516853152,685.215,47.71196155,5.7725,10.72056406,32.675,60.66275113,53.775,26.71562043,47.325,18.17881666,3.099037225,5.760101983,26.775,49.81891584,32.925,74.15065323,-3.075,23.48098965,172.0,40.13726448,3.19851232
0.025,0.1,0.625,0.075,0.0,0.1,0.075,5,6,2644.509417,2773.196208,10.04105815,3.22e-07,24.46906578,17.42698914,7.34e-06,0.857003994,0.857003994,1,1,1,1,22.91848083,2535.9,377.8588228,1.235031348,128.6867909999996,0.0,0.00075,0.94051153,-0.77375,1.589181688,0.29775,0.595913112,1.6905,0.244601206,9.9535,3.793125064,103.436375,38.88400295,7.575,5.472145375,674.295,42.60120861,4.95,9.904014338,27.5,55.03317181,57.525,36.91678988,44.475,14.61161781,3.076285517,6.166020533,12.95,32.82373379,51.775,107.579154,-19.4125,43.10682769,185.5,41.10656882,3.22468492
0.025,0.1,0.625,0.05,0.0,0.15,0.05,5,6,2643.934075,2775.482217,10.17892275,8.11e-09,24.53313442,14.12710452,5.97e-06,0.869102307,0.869102307,1,1,1,1,19.37229117,2535.625,366.784793,1.200373989,131.5481420000001,0.0,-0.02775,0.922660521,-0.6825,1.524899587,0.261,0.567119035,1.6525,0.208527576,10.04975,3.802439669,105.489125,40.56045226,7.875,5.697312963,675.9875,44.2311835,4.3475,9.443039434,24.025,52.19841353,53.95,31.48646535,45.225,15.22085329,2.70104614,5.878393314,10.325,29.3746383,43.975,99.43100309,-16.825,41.03848042,182.0,35.36947837,3.373493976
0.1,0.0,0.6,0.0,0.025,0.175,0.1,14,5,2642.430676,2808.12882,10.78634758,2.23e-07,24.66125674,13.02660496,5.63e-06,0.875137374,0.875137374,1,1,1,1,19.33986781,2579.0,443.6947149,1.164254008,165.698144,0.0,-0.551,1.653,-0.6,1.8,0.138,0.414,1.645,0.245142816,10.7635,4.498677333,115.0428,45.6002581,9.175,6.610172086,683.7775,49.6734511,2.61,7.83,14.7,44.1,56.125,36.84778657,48.775,16.96391391,1.342033412,4.026100236,12.3,36.9,9.9,29.7,1.2,3.6,181.75,49.2893244,3.23830735
0.0,0.05,0.65,0.1,0.05,0.1,0.05,3,6,2642.194371,2769.472271,10.64988426,6.83e-09,24.50329462,15.0073549,6.25e-06,0.877630497,0.877630497,1,1,1,1,23.09428729,2552.3,298.8712265,1.189885755,127.2779,0.0,0.1405,0.352512057,-0.54,1.285748809,0.2235,0.53214918,1.6705,0.246606468,10.189,3.361881765,108.7425,37.32339736,7.9,5.566866264,672.365,39.69981455,3.655,8.701866179,20.6,49.04630465,55.5,35.0135688,46.6,13.77824372,2.308487024,5.499245444,11.5,31.46823796,44.15,105.5425388,-16.325,38.97091063,182.5,38.19358585,3.288288288
0.075,0.0,0.625,0.05,0.05,0.1,0.1,8,6,2641.710822,2778.929999,10.57327781,1.03e-08,24.58117829,16.68098602,7.18e-06,0.862794819,0.862794819,1,1,1,1,24.12770369,2559.925,405.8504889,1.248112552,137.2191769999999,0.0,-0.35625,1.488312278,-0.6325,1.722227845,0.177,0.46855736,1.6745,0.271403298,10.45925,4.106605281,111.857275,41.97327386,8.525,6.18460791,677.2125,44.75020775,3.1625,8.374356319,17.975,47.57756168,57.55,39.60931077,47.675,15.55375758,1.757003813,4.656737848,14.475,38.42394273,23.025,71.21884845,-4.275,22.98122875,182.5,50.2369386,3.171155517
0.0,0.15,0.55,0.0,0.0,0.225,0.075,31,4,2640.597443,2816.582664,11.2600038,6.76e-09,24.59650216,10.74888483,4.39e-06,0.866325302,0.866325302,1,1,1,1,16.59911689,2584.325,411.4505674,1.143270733,175.9852209999999,0.0,0.0795,0.189247853,-0.525,1.249749975,0.2295,0.546319275,1.639,0.210199905,10.82,4.369137215,113.24135,47.06312141,9.275,6.534475878,685.265,51.09943028,3.735,8.891078394,20.1,47.84757047,55.55,32.48149473,47.975,17.6642117,2.42258855,5.766914247,3.0,7.141428429,38.85,92.48149815,-17.925,42.67003486,185.75,37.93991961,3.343834383
0.175,0.0,0.6,0.05,0.0,0.125,0.05,17,5,2639.287695,2738.337162,9.504536465,3.29e-07,24.62588319,14.59875973,6.28e-06,0.825401997,0.825401997,1,1,1,1,22.18743506,2457.475,443.0801275,1.171018423,99.04946699999982,0.0,-0.90725,2.134219983,-1.2325,2.333895617,0.315,0.584884604,1.643,0.211165812,9.48325,4.007692221,100.728575,40.94725868,7.375,5.507665113,674.39,41.7166082,5.7725,10.72056406,32.675,60.66275113,53.175,31.44510097,43.375,15.49304279,3.099037225,5.760101983,26.775,49.81891584,32.925,74.15065323,-3.075,23.48098965,173.25,43.4964079,3.258110014
0.125,0.025,0.6,0.025,0.0,0.175,0.05,5,6,2639.078594,2764.068827,10.01432012,8.78e-09,24.64573925,12.62225564,5.43e-06,0.874579854,0.874579854,1,1,1,1,18.93108188,2507.1,430.2969788,1.205675782,124.990233,0.0,-0.647,1.848219684,-0.92875,2.068027064,0.2475,0.537902175,1.62775,0.195377679,9.9885,4.171860826,106.257525,43.46909198,8.1,6.007495318,678.665,45.78483674,4.4875,9.74854316,25.2,54.75408661,52.6,29.7672639,45.45,16.34311782,2.4565459,5.350866848,18.5,42.83106349,26.65,68.01123069,-4.075,25.02412586,176.0,40.54626987,3.346007605
0.0,0.1,0.625,0.0,0.025,0.15,0.1,13,5,2638.704587,2807.706821,11.1262278,5.25e-09,24.55369667,12.89529661,5.34e-06,0.897502233,0.897502233,1,1,1,1,19.77966107,2589.7,392.4009557,1.131059271,169.002234,0.0,0.053,0.159,-0.35,1.05,0.153,0.459,1.6565,0.241676954,10.7225,4.211032385,113.1492,44.03506825,8.925,6.381173481,680.265,48.75267454,2.49,7.47,13.4,40.2,55.65,36.81341467,48.075,16.39723681,1.615059033,4.8451771,2.0,6.0,25.9,77.7,-11.95,35.85,186.0,44.03407771,3.342318059
0.1,0.1,0.4,0.05,0.0,0.35,0.0,28,5,2637.497153,2800.245986,11.29518688,1.31e-08,24.77539257,8.874190095,3.65e-06,0.770977176,0.770977176,1,1,1,1,15.25881542,2535.7,444.1588792,1.344257669,162.7488330000001,0.0,-0.441,1.713067132,-1.1325,2.051479649,0.3645,0.632229982,1.59,0.139749776,10.8265,4.489202908,115.1733,50.95773353,9.85,6.725139404,692.375,50.84410364,6.305,10.92746425,35.05,60.77867636,54.45,20.33832589,48.55,19.23401934,3.707571199,6.450812088,19.55,41.49635526,51.4,99.56625935,-15.925,41.52627933,176.5,28.68361902,3.241505969
0.0,0.15,0.575,0.0,0.0,0.15,0.125,31,4,2633.961116,2815.101348,10.83610379,2.3e-07,24.51728935,15.01053652,6.28e-06,0.901244135,0.901244135,1,1,1,1,19.94234719,2591.075,436.5528254,1.1472627,181.1402320000002,0.0,0.0795,0.189247853,-0.525,1.249749975,0.2295,0.546319275,1.6845,0.258253267,10.748,4.496088967,111.18475,46.11311991,8.975,6.459440765,682.9925,50.619188,3.735,8.891078394,20.1,47.84757047,59.375,39.88150417,47.225,17.30821698,2.42258855,5.766914247,3.0,7.141428429,38.85,92.48149815,-17.925,42.67003486,190.5,46.68779284,3.208421053
0.075,0.05,0.675,0.05,0.0,0.05,0.1,5,6,2633.494369,2750.697862,9.724344333,2.88e-07,24.47144859,22.87660432,9.72e-06,0.872860058,0.872860058,1,1,1,1,29.82636586,2516.775,410.5201266,1.139192135,117.203493,0.0,-0.32975,1.499098875,-0.8075,1.82388836,0.2535,0.551051495,1.696,0.25502745,9.69525,3.883576308,101.077675,37.2607137,7.175,5.262544537,671.3875,40.82002687,4.4075,9.576308984,24.675,53.62526806,56.85,39.35196946,43.625,14.01907183,2.564533329,5.589053318,15.475,38.29424728,35.975,87.53356142,-10.25,33.99062371,183.5,47.7257792,3.227792436
0.075,0.075,0.625,0.125,0.0,0.075,0.025,5,6,2631.659937,2728.527528,9.229605958,2.59e-07,24.47089045,18.79528075,7.96e-06,0.838781268,0.838781268,1,1,1,1,24.62789211,2456.175,345.8673075,1.22871456,96.86759100000017,0.0,-0.231,1.551503787,-1.16875,1.979415555,0.402,0.65338044,1.67925,0.22010665,9.157,3.071126992,95.637925,32.64984293,6.475,4.283617046,667.6525,33.58795162,6.8375,11.110416,38.45,62.48277763,54.775,31.90884478,41.575,12.45770344,4.094016218,6.668655741,23.85,44.42946657,65.85,116.6101518,-21.0,44.49550539,178.0,34.94281042,3.249657691
0.075,0.075,0.6,0.05,0.0,0.2,0.0,28,5,2630.920608,2752.737857,10.09537008,1.04e-08,24.62803452,10.99654084,4.61e-06,0.823091015,0.823091015,1,1,1,1,16.99717126,2489.1,363.9191394,1.166709645,121.8172490000002,0.0,-0.3165,1.504288121,-0.895,1.866507434,0.29175,0.584229781,1.60575,0.134106068,9.77775,3.664382955,104.141775,41.33741048,7.775,5.62355537,675.9025,43.13466986,5.03,10.06633498,28.025,56.10725777,49.425,20.16542524,44.675,15.57945362,2.968298088,5.960251157,15.975,38.21942405,42.45,93.9752494,-13.2375,37.97630635,173.75,24.96873044,3.515427415
0.025,0.1,0.65,0.1,0.0,0.05,0.075,5,6,2630.457375,2749.48225,9.664188795,2.89e-07,24.41161067,22.82854505,9.59e-06,0.850103303,0.850103303,1,1,1,1,27.85322364,2512.55,361.8502418,1.176804551,119.0248750000001,0.0,0.02925,0.957181768,-0.865,1.645911602,0.3345,0.621208298,1.7095,0.25173349,9.59025,3.473191967,99.110275,34.5977717,6.9,4.815599651,669.655,37.84525697,5.5525,10.30931587,30.975,57.51933914,58.025,38.25080881,42.9,13.06866481,3.451524894,6.418917456,15.575,35.75114509,59.575,114.6226172,-22.0,44.93161471,185.5,41.65033013,3.196897889
0.075,0.025,0.625,0.0,0.025,0.15,0.1,6,6,2629.817556,2795.106783,10.76593861,8.55e-09,24.61715469,13.26442642,5.65e-06,0.874395838,0.874395838,1,1,1,1,20.42163026,2571.55,427.4511639,1.187292785,165.2892270000002,0.0,-0.4,1.457405228,-0.5375,1.648436759,0.14175,0.425745743,1.64975,0.243572243,10.60175,4.361942163,112.918575,44.36706313,8.85,6.432534493,680.8575,48.43919326,2.58,7.74174399,14.375,43.16172349,55.425,36.87471186,48.0,16.51363073,1.410289817,4.247354992,9.725,32.40523685,13.9,47.10509527,-2.0875,19.06432778,182.25,48.03579395,3.288227334
0.225,0.0,0.5,0.05,0.0,0.2,0.025,17,5,2627.202041,2744.076949,9.656861385,3.24e-07,24.73435434,12.09801729,5.21e-06,0.775828901,0.775828901,1,1,1,1,18.68278409,2433.9,476.5627346,1.24609212,116.8749079999998,0.0,-1.18275,2.344590569,-1.5325,2.533292078,0.384,0.623761974,1.6135,0.180963394,9.61875,4.320753515,102.806575,45.99924999,8.0,6.008327554,679.945,44.78783847,7.0775,11.4987714,40.025,65.0082639,52.725,26.4177852,44.0,17.44419674,3.770053931,6.129826126,32.925,53.58376037,37.875,75.08601318,-2.475,23.70415312,169.0,40.73082371,3.205310574
0.1,0.05,0.625,0.05,0.0,0.1,0.075,5,6,2624.37539,2746.096159,9.770539154,3.2e-07,24.5398836,16.76462529,7.14e-06,0.850831609,0.850831609,1,1,1,1,23.61848147,2499.925,422.1370268,1.248112552,121.720769,0.0,-0.4675,1.701904448,-0.9575,1.9904318,0.288,0.576702696,1.6705,0.235445854,9.7305,3.978501571,102.08055,40.03173699,7.475,5.522623923,674.0525,42.46107033,5.06,10.12711213,28.35,56.75409677,55.475,35.62652628,43.925,15.09534282,2.900041682,5.822949478,18.55,41.71387659,38.45,87.88030212,-9.95,34.13242593,180.0,44.77722635,3.244704822
0.075,0.05,0.475,0.05,0.05,0.3,0.0,2,6,2624.184489,2790.292903,11.23906011,1.12e-08,24.77517433,9.459498523,4.02e-06,0.82829522,0.82829522,1,1,1,1,15.12824077,2545.075,389.9345065,1.358430945,166.1084139999998,0.0,-0.32975,1.499098875,-0.8075,1.82388836,0.2535,0.551051495,1.58,0.151970392,10.88425,4.126904341,118.274475,47.84188369,9.825,6.640359554,687.1425,48.85811032,4.4075,9.576308984,24.675,53.62526806,51.9,21.00571351,49.875,17.8832149,2.564533329,5.589053318,15.475,38.29424728,35.975,87.53356142,-10.25,33.99062371,174.0,29.81610303,3.352601156
0.05,0.125,0.475,0.0,0.0,0.3,0.05,15,5,2623.325436,2815.794376,11.34526946,8.43e-09,24.70705569,9.56241294,3.97e-06,0.856589171,0.856589171,1,1,1,1,15.32936559,2574.925,442.0996713,1.274304487,192.4689399999997,0.0,-0.20925,1.228548712,-0.7375,1.669533992,0.26025,0.565775961,1.60875,0.179153391,11.017,4.570112252,116.36845,50.10024528,9.9,6.788961629,690.85,52.47518938,4.4175,9.594135904,24.1,52.3845397,54.875,27.7832571,49.05,18.85198928,2.689840497,5.863038675,8.65,27.04861364,37.325,86.4986669,-14.3375,39.83299316,181.75,36.11699738,3.312072893
0.15,0.025,0.55,0.025,0.0,0.2,0.05,5,6,2622.958066,2760.125132,10.11460481,2.96e-07,24.6854883,12.04880721,5.18e-06,0.8504857,0.8504857,1,1,1,1,18.19013002,2500.375,457.3479358,1.269496517,137.167066,0.0,-0.78475,1.994415939,-1.07875,2.208078562,0.282,0.564518379,1.62375,0.196770012,10.08875,4.376784886,107.33265,45.8715967,8.425,6.236535497,681.555,47.24358131,5.14,10.28505712,28.875,57.78848826,53.525,29.71782924,45.775,17.28364473,2.792054253,5.601201749,21.575,45.71098746,29.125,68.7932364,-3.775,25.14282949,175.25,42.01115923,3.274170948
0.15,0.05,0.4,0.075,0.025,0.3,0.0,2,6,2622.814426,2778.373499,10.8563009,1.35e-08,24.78429229,9.958212472,4.18e-06,0.777777914,0.777777914,1,1,1,1,16.28789664,2494.15,452.2384078,1.448554769,155.5590729999999,0.0,-0.7145,2.038386556,-1.34875,2.278719144,0.39375,0.64010424,1.597,0.171306742,10.50125,4.405050049,112.83305,50.04570435,9.45,6.591471763,688.29,48.30775714,6.9675,11.32239788,39.175,63.66745146,54.6,22.98020888,47.7,18.88809149,3.946297765,6.432819625,27.325,48.6782228,51.2,97.48620415,-11.9375,37.37013973,172.5,34.18698583,3.159340659
0.025,0.15,0.475,0.05,0.0,0.25,0.05,5,6,2622.787291,2799.563349,11.3406482,1.19e-08,24.61595859,10.15934242,4.08e-06,0.774802086,0.774802086,1,1,1,1,16.58980506,2561.275,419.6428831,1.376546027,176.7760579999999,0.0,-0.00125,0.9306535,-0.8575,1.633498929,0.3375,0.626804395,1.644,0.212953046,10.73475,4.335122252,112.195325,47.90230393,9.275,6.484548943,686.8175,50.07692526,5.5925,10.38249458,30.725,57.05829804,57.5,31.07571399,47.525,18.04298686,3.508575656,6.525575336,11.325,29.3465394,56.925,109.2424797,-22.8,46.49096686,184.5,35.77359361,3.208695652
0.0,0.175,0.475,0.05,0.0,0.225,0.075,16,5,2622.261911,2808.234661,11.10974205,1.12e-08,24.56652646,13.03305684,5.36e-06,0.801063641,0.801063641,1,1,1,1,17.42484191,2577.45,424.0554769,1.338307852,185.9727499999999,0.0,0.14975,0.302840614,-0.795,1.475754045,0.34125,0.633443713,1.66775,0.238364086,10.84,4.391252099,112.34445,47.90718367,9.325,6.50533435,686.845,50.55424784,5.5625,10.32476846,30.4,56.42862749,59.875,34.96797642,47.575,18.04423384,3.576832062,6.642131737,8.75,23.33854109,60.925,113.5540372,-26.0875,48.51905392,188.5,39.08644266,3.14822547
0.175,0.0,0.4,0.05,0.05,0.325,0.0,25,5,2622.191446,2781.401931,10.89216959,2.44e-07,24.87813251,10.94526598,4.77e-06,0.776810135,0.776810135,1,1,1,1,15.69777375,2506.025,460.9819133,1.33638643,159.2104850000001,0.0,-0.90725,2.134219983,-1.2325,2.333895617,0.315,0.584884604,1.57,0.152184099,10.80225,4.515553392,118.069875,51.06643408,10.075,6.827838238,690.595,49.33684196,5.7725,10.72056406,32.675,60.66275113,52.825,20.93428707,49.675,19.20467066,3.099037225,5.760101983,26.775,49.81891584,32.925,74.15065323,-3.075,23.48098965,169.25,35.80415479,3.20397539
0.0,0.15,0.55,0.05,0.0,0.225,0.025,16,5,2621.829406,2777.374473,11.0497342,1.03e-08,24.58228713,9.973842286,4e-06,0.785331386,0.785331386,1,1,1,1,16.29770468,2544.375,364.2600505,1.191009295,155.545067,0.0,0.1365,0.297460502,-0.7075,1.415298113,0.303,0.606111376,1.629,0.177943811,10.3675,3.917981464,108.84685,44.2873214,8.575,6.082300141,680.98,47.26347533,4.94,9.8812145,27.05,54.10866382,53.5,26.50565977,46.375,16.6548604,3.173067303,6.349980023,8.25,23.30638325,54.45,109.382574,-23.1,46.30377954,181.75,27.37585615,3.397196262
0.175,0.05,0.425,0.05,0.0,0.3,0.0,28,5,2621.119262,2766.951459,10.46181895,1.4e-08,24.78937588,10.16034054,4.29e-06,0.768743558,0.768743558,1,1,1,1,16.07621691,2476.375,468.138905,1.329442794,145.8321969999997,0.0,-0.88075,2.148562761,-1.4075,2.365918162,0.3915,0.636465042,1.589,0.138686697,10.24025,4.486698947,109.491375,49.93947131,9.075,6.513015815,687.4925,48.63027549,7.0175,11.40208068,39.375,63.99245561,52.9,20.31846451,46.425,18.89958664,3.906566741,6.368957629,27.775,49.47094476,45.875,88.49807554,-9.05,34.53871017,171.0,32.92415527,3.232514178
0.175,0.05,0.425,0.05,0.0,0.275,0.025,5,6,2620.984654,2770.378427,10.50963498,1.4e-08,24.76023441,10.7009738,4.51e-06,0.771052126,0.771052126,1,1,1,1,16.85695319,2486.5,483.8386095,1.415493589,149.3937730000002,0.0,-0.88075,2.148562761,-1.4075,2.365918162,0.3915,0.636465042,1.6105,0.182851716,10.30525,4.596575893,109.563625,50.04478143,9.1,6.55286197,687.7175,48.98935031,7.0175,11.40208068,39.375,63.99245561,55.2,26.32888148,46.45,18.93535054,3.906566741,6.368957629,27.775,49.47094476,45.875,88.49807554,-9.05,34.53871017,173.75,39.22292059,3.147644928
0.0,0.075,0.575,0.1,0.05,0.175,0.025,3,6,2620.767157,2772.224188,11.04287032,7.17e-09,24.57106262,10.85132459,4.48e-06,0.86347843,0.86347843,1,1,1,1,18.39312706,2555.0,310.6311317,1.289753287,151.4570309999999,0.0,0.15375,0.356915168,-0.6275,1.362807305,0.26175,0.568457947,1.64475,0.223863658,10.4665,3.538772068,112.02335,41.19512374,8.575,5.974476965,677.555,43.367672,4.2775,9.288958163,23.95,52.01151315,54.975,30.6581861,47.725,15.28559371,2.712251782,5.893686645,12.0,31.44041984,50.625,110.4653085,-19.3125,42.06270431,181.0,32.77193922,3.292405639
0.075,0.05,0.6,0.025,0.025,0.225,0.0,2,6,2619.208531,2757.615811,10.42136512,9.05e-09,24.69147635,9.820378483,4.18e-06,0.853229934,0.853229934,1,1,1,1,16.0992744,2507.025,363.167075,1.170618345,138.4072799999999,0.0,-0.35825,1.481620544,-0.71625,1.769900686,0.21675,0.516640046,1.581,0.110878312,10.119,3.803038128,109.455475,43.51772187,8.425,6.057588216,678.01,45.02641336,3.805,9.062752065,21.2,50.51791761,47.725,17.26555458,46.675,16.29476526,2.189293952,5.233465065,12.85,35.5693337,28.175,75.68946013,-7.6625,30.55985674,171.75,25.58197608,3.598742797
0.025,0.125,0.575,0.05,0.0,0.175,0.05,5,6,2618.344366,2770.59275,10.47472618,1.02e-08,24.55285621,12.9934432,5.39e-06,0.825862749,0.825862749,1,1,1,1,18.28397668,2534.95,387.2169902,1.274941547,152.248384,0.0,-0.0145,0.926760352,-0.77,1.582553317,0.29925,0.598929827,1.65075,0.209611396,10.19025,3.975732315,106.641125,43.04241797,8.225,5.935012637,678.68,46.01119538,4.97,9.943394793,27.375,54.78489185,54.95,31.3774999,45.575,16.19550478,3.104810898,6.223531689,10.825,29.36484931,50.45,104.6525083,-19.8125,43.95120697,182.5,35.5492616,3.321201092
